Unnamed: 0,发文原始时间,发文日期,发文时间 HH:MM:SS,发布者名字,内容信息,机翻内容,被提及人,频道,new_comment
5064,2022-08-01 04:43:26,2022-08-01,04:43:26,Riggy Gaming,Can't wait for more, ,,general-chat,wait
5065,2022-08-01 04:43:18,2022-08-01,04:43:18,Riggy Gaming,I like it, ,,general-chat,
5066,2022-08-01 04:42:41,2022-08-01,04:42:41,Fronamo🇦🇿,"Well, what are your impressions of the game?  of course, while work is underway on the game, fixing bugs and improving optimization, but I liked it)the most interesting for me is PVP😈", ,,general-chat,impress game underway game fix bug improv optim pvp
5067,2022-08-01 04:42:35,2022-08-01,04:42:35,Riggy Gaming,Honestly this is one of the best community I have seen on the mobile scene in a while 😎, ,,general-chat,honest communiti mobil scene
5068,2022-08-01 04:42:25,2022-08-01,04:42:25,Ghoul,And now there is no more time to test it lmao Xd, ,,general-chat,time test lmao xd
5069,2022-08-01 04:42:12,2022-08-01,04:42:12,Gregg2G,YESSSSSSSS, ,,general-chat,yess
5070,2022-08-01 04:42:11,2022-08-01,04:42:11,Ghoul,😂, ,,general-chat,
5071,2022-08-01 04:42:06,2022-08-01,04:42:06,Gregg2G,I GOT A DIAMONDBACK, ,,general-chat,diamondback
5072,2022-08-01 04:41:30,2022-08-01,04:41:30,Ghoul,"Cya Gregg, it's been a pleasure 🙂", ,,general-chat,cya gregg pleasur
5073,2022-08-01 04:34:42,2022-08-01,04:34:42,Gregg2G,Yeah! In case I don't get to say so before things close. It was great to meet you all and I have high hopes for this game right now. I wanted to quit mobile gaming after Diablo Immortal because I was looking forward to that game so much for years and what they did with that game has almost ruined the franchise for me.This game has restored my hopes for mobile gaming for the time being., ,,general-chat,yeah close meet hope game quit mobil game diablo immort forward game game ruin franchis game restor hope mobil game time
5074,2022-08-01 04:33:48,2022-08-01,04:33:48,Ghoul,"I mean, see you soon 😄", ,,general-chat,
5075,2022-08-01 04:33:42,2022-08-01,04:33:42,Ghoul,"Moody, sleep well and never return to this server !", ,D3LT4_Moody,general-chat,moodi sleep return server
5076,2022-08-01 04:31:41,2022-08-01,04:31:41,D3LT4_Moody,"Well, I'm headed off to bed, so good night 😴...Nice to meet you guys, Hope to talk to many of you the next time around 😊Stay safe buttholes 🙃💙", ,,general-chat,head bed night nice meet guy hope talk time stay safe butthol
5077,2022-08-01 04:22:51,2022-08-01,04:22:51,Revectane,lol, ,,general-chat,lol
5078,2022-08-01 04:21:17,2022-08-01,04:21:17,TheCrusader,"AgentlewisOppo X3 neoExotic scope glitchJust after a cutsceen or start of mission section the zoom on the diamondback zoomed in super far, estimated 20X possibly 40X.Way to replicate is by after cutsceen use diamondback scope imidiatly and that's all", ,,feedback-and-bugs,agentlewisoppo neoexot scope glitchjust cutsceen start mission zoom diamondback zoom super estim replic cutsceen diamondback scope imidiat
5079,2022-08-01 04:19:18,2022-08-01,04:19:18,TheCrusader,"AgentlewisOPPO X3 neoCrashI was playing with a random in matchmaking and they went afk, I continued and just before you start the first section of the boss on a new enemy mission it crashed when I was walking to the next section because it doesn't teleport you after cutsceen unless host has finished too", ,,feedback-and-bugs,agentlewisoppo neocrashi play random matchmak afk continu start boss enemi mission crash walk teleport cutsceen host finish
5080,2022-08-01 04:17:11,2022-08-01,04:17:11,TheCrusader,2 bug reports inbound stand by, ,,feedback-and-bugs,bug report inbound stand
5081,2022-08-01 04:14:18,2022-08-01,04:14:18,D3LT4_Moody,"So basically, the server stays but we won't be able to talk till the next test?!?", ,,general-chat,basic server stay talk till test
5082,2022-08-01 04:14:09,2022-08-01,04:14:09,Gregg2G,"Not Shroud, Smoke lol", ,,general-chat,shroud smoke lol
5083,2022-08-01 04:13:58,2022-08-01,04:13:58,Gregg2G,made level 30 I'm happy with that. I wonder if anyone is higher than ~~Shroud ~~at 37, ,,general-chat,level happi shroud
5084,2022-08-01 04:10:52,2022-08-01,04:10:52,Riggy Gaming,https://tenor.com/view/yes-will-ferrell-awesome-gif-14597941, ,,general-chat,
5085,2022-08-01 04:10:17,2022-08-01,04:10:17,Gregg2G,https://tenor.com/view/desi-banks-getting-crunk-happy-dance-hell-yeah-gif-15119215, ,battlebot579,general-chat,
5086,2022-08-01 04:05:36,2022-08-01,04:05:36,battlebot579,why u leaving doe the servers not going anywhere, ,perry.bad,general-chat,leav doe server
5087,2022-08-01 04:04:33,2022-08-01,04:04:33,battlebot579,I think we persuaded James to let us keep it as the official discord when the game launches, ,,general-chat,persuad jame offici discord game launch
5088,2022-08-01 04:04:06,2022-08-01,04:04:06,battlebot579,The chat channels are gonna be closed, ,,general-chat,chat channel gonna close
5089,2022-08-01 04:43:18,2022-08-01,04:43:18,Riggy Gaming,I like it, ,,general-chat,
5090,2022-08-01 04:42:41,2022-08-01,04:42:41,Fronamo🇦🇿,"Well, what are your impressions of the game?  of course, while work is underway on the game, fixing bugs and improving optimization, but I liked it)the most interesting for me is PVP😈", ,,general-chat,impress game underway game fix bug improv optim pvp
5091,2022-08-01 04:42:35,2022-08-01,04:42:35,Riggy Gaming,Honestly this is one of the best community I have seen on the mobile scene in a while 😎, ,,general-chat,honest communiti mobil scene
5092,2022-08-01 04:42:25,2022-08-01,04:42:25,Ghoul,And now there is no more time to test it lmao Xd, ,,general-chat,time test lmao xd
5093,2022-08-01 04:42:12,2022-08-01,04:42:12,Gregg2G,YESSSSSSSS, ,,general-chat,yess
5094,2022-08-01 04:42:11,2022-08-01,04:42:11,Ghoul,😂, ,,general-chat,
5095,2022-08-01 04:42:06,2022-08-01,04:42:06,Gregg2G,I GOT A DIAMONDBACK, ,,general-chat,diamondback
5096,2022-08-01 04:41:30,2022-08-01,04:41:30,Ghoul,"Cya Gregg, it's been a pleasure 🙂", ,,general-chat,cya gregg pleasur
5097,2022-08-01 04:34:42,2022-08-01,04:34:42,Gregg2G,Yeah! In case I don't get to say so before things close. It was great to meet you all and I have high hopes for this game right now. I wanted to quit mobile gaming after Diablo Immortal because I was looking forward to that game so much for years and what they did with that game has almost ruined the franchise for me.This game has restored my hopes for mobile gaming for the time being., ,,general-chat,yeah close meet hope game quit mobil game diablo immort forward game game ruin franchis game restor hope mobil game time
5098,2022-08-01 04:33:48,2022-08-01,04:33:48,Ghoul,"I mean, see you soon 😄", ,,general-chat,
5099,2022-08-01 04:33:42,2022-08-01,04:33:42,Ghoul,"Moody, sleep well and never return to this server !", ,D3LT4_Moody,general-chat,moodi sleep return server
5100,2022-08-01 04:31:41,2022-08-01,04:31:41,D3LT4_Moody,"Well, I'm headed off to bed, so good night 😴...Nice to meet you guys, Hope to talk to many of you the next time around 😊Stay safe buttholes 🙃💙", ,,general-chat,head bed night nice meet guy hope talk time stay safe butthol
5101,2022-08-01 04:22:51,2022-08-01,04:22:51,Revectane,lol, ,,general-chat,lol
5102,2022-08-01 04:21:17,2022-08-01,04:21:17,TheCrusader,"AgentlewisOppo X3 neoExotic scope glitchJust after a cutsceen or start of mission section the zoom on the diamondback zoomed in super far, estimated 20X possibly 40X.Way to replicate is by after cutsceen use diamondback scope imidiatly and that's all", ,,feedback-and-bugs,agentlewisoppo neoexot scope glitchjust cutsceen start mission zoom diamondback zoom super estim replic cutsceen diamondback scope imidiat
5103,2022-08-01 04:19:18,2022-08-01,04:19:18,TheCrusader,"AgentlewisOPPO X3 neoCrashI was playing with a random in matchmaking and they went afk, I continued and just before you start the first section of the boss on a new enemy mission it crashed when I was walking to the next section because it doesn't teleport you after cutsceen unless host has finished too", ,,feedback-and-bugs,agentlewisoppo neocrashi play random matchmak afk continu start boss enemi mission crash walk teleport cutsceen host finish
5104,2022-08-01 04:17:11,2022-08-01,04:17:11,TheCrusader,2 bug reports inbound stand by, ,,feedback-and-bugs,bug report inbound stand
5105,2022-08-01 04:14:18,2022-08-01,04:14:18,D3LT4_Moody,"So basically, the server stays but we won't be able to talk till the next test?!?", ,,general-chat,basic server stay talk till test
5106,2022-08-01 04:14:09,2022-08-01,04:14:09,Gregg2G,"Not Shroud, Smoke lol", ,,general-chat,shroud smoke lol
5107,2022-08-01 04:13:58,2022-08-01,04:13:58,Gregg2G,made level 30 I'm happy with that. I wonder if anyone is higher than ~~Shroud ~~at 37, ,,general-chat,level happi shroud
5108,2022-08-01 04:10:52,2022-08-01,04:10:52,Riggy Gaming,https://tenor.com/view/yes-will-ferrell-awesome-gif-14597941, ,,general-chat,
5109,2022-08-01 04:10:17,2022-08-01,04:10:17,Gregg2G,https://tenor.com/view/desi-banks-getting-crunk-happy-dance-hell-yeah-gif-15119215, ,battlebot579,general-chat,
5110,2022-08-01 04:05:36,2022-08-01,04:05:36,battlebot579,why u leaving doe the servers not going anywhere, ,perry.bad,general-chat,leav doe server
5111,2022-08-01 04:04:33,2022-08-01,04:04:33,battlebot579,I think we persuaded James to let us keep it as the official discord when the game launches, ,,general-chat,persuad jame offici discord game launch
5112,2022-08-01 04:04:06,2022-08-01,04:04:06,battlebot579,The chat channels are gonna be closed, ,,general-chat,chat channel gonna close
5113,2022-08-01 04:03:51,2022-08-01,04:03:51,battlebot579,Its not getting deleted, ,ExoDus291,general-chat,delet
5114,2022-08-01 04:42:41,2022-08-01,04:42:41,Fronamo🇦🇿,"Well, what are your impressions of the game?  of course, while work is underway on the game, fixing bugs and improving optimization, but I liked it)the most interesting for me is PVP😈", ,,general-chat,impress game underway game fix bug improv optim pvp
5115,2022-08-01 04:42:35,2022-08-01,04:42:35,Riggy Gaming,Honestly this is one of the best community I have seen on the mobile scene in a while 😎, ,,general-chat,honest communiti mobil scene
5116,2022-08-01 04:42:25,2022-08-01,04:42:25,Ghoul,And now there is no more time to test it lmao Xd, ,,general-chat,time test lmao xd
5117,2022-08-01 04:42:12,2022-08-01,04:42:12,Gregg2G,YESSSSSSSS, ,,general-chat,yess
5118,2022-08-01 04:42:11,2022-08-01,04:42:11,Ghoul,😂, ,,general-chat,
5119,2022-08-01 04:42:06,2022-08-01,04:42:06,Gregg2G,I GOT A DIAMONDBACK, ,,general-chat,diamondback
5120,2022-08-01 04:41:30,2022-08-01,04:41:30,Ghoul,"Cya Gregg, it's been a pleasure 🙂", ,,general-chat,cya gregg pleasur
5121,2022-08-01 04:34:42,2022-08-01,04:34:42,Gregg2G,Yeah! In case I don't get to say so before things close. It was great to meet you all and I have high hopes for this game right now. I wanted to quit mobile gaming after Diablo Immortal because I was looking forward to that game so much for years and what they did with that game has almost ruined the franchise for me.This game has restored my hopes for mobile gaming for the time being., ,,general-chat,yeah close meet hope game quit mobil game diablo immort forward game game ruin franchis game restor hope mobil game time
5122,2022-08-01 04:33:48,2022-08-01,04:33:48,Ghoul,"I mean, see you soon 😄", ,,general-chat,
5123,2022-08-01 04:33:42,2022-08-01,04:33:42,Ghoul,"Moody, sleep well and never return to this server !", ,D3LT4_Moody,general-chat,moodi sleep return server
5124,2022-08-01 04:31:41,2022-08-01,04:31:41,D3LT4_Moody,"Well, I'm headed off to bed, so good night 😴...Nice to meet you guys, Hope to talk to many of you the next time around 😊Stay safe buttholes 🙃💙", ,,general-chat,head bed night nice meet guy hope talk time stay safe butthol
5125,2022-08-01 04:22:51,2022-08-01,04:22:51,Revectane,lol, ,,general-chat,lol
5126,2022-08-01 04:21:17,2022-08-01,04:21:17,TheCrusader,"AgentlewisOppo X3 neoExotic scope glitchJust after a cutsceen or start of mission section the zoom on the diamondback zoomed in super far, estimated 20X possibly 40X.Way to replicate is by after cutsceen use diamondback scope imidiatly and that's all", ,,feedback-and-bugs,agentlewisoppo neoexot scope glitchjust cutsceen start mission zoom diamondback zoom super estim replic cutsceen diamondback scope imidiat
5127,2022-08-01 04:19:18,2022-08-01,04:19:18,TheCrusader,"AgentlewisOPPO X3 neoCrashI was playing with a random in matchmaking and they went afk, I continued and just before you start the first section of the boss on a new enemy mission it crashed when I was walking to the next section because it doesn't teleport you after cutsceen unless host has finished too", ,,feedback-and-bugs,agentlewisoppo neocrashi play random matchmak afk continu start boss enemi mission crash walk teleport cutsceen host finish
5128,2022-08-01 04:17:11,2022-08-01,04:17:11,TheCrusader,2 bug reports inbound stand by, ,,feedback-and-bugs,bug report inbound stand
5129,2022-08-01 04:14:18,2022-08-01,04:14:18,D3LT4_Moody,"So basically, the server stays but we won't be able to talk till the next test?!?", ,,general-chat,basic server stay talk till test
5130,2022-08-01 04:14:09,2022-08-01,04:14:09,Gregg2G,"Not Shroud, Smoke lol", ,,general-chat,shroud smoke lol
5131,2022-08-01 04:13:58,2022-08-01,04:13:58,Gregg2G,made level 30 I'm happy with that. I wonder if anyone is higher than ~~Shroud ~~at 37, ,,general-chat,level happi shroud
5132,2022-08-01 04:10:52,2022-08-01,04:10:52,Riggy Gaming,https://tenor.com/view/yes-will-ferrell-awesome-gif-14597941, ,,general-chat,
5133,2022-08-01 04:10:17,2022-08-01,04:10:17,Gregg2G,https://tenor.com/view/desi-banks-getting-crunk-happy-dance-hell-yeah-gif-15119215, ,battlebot579,general-chat,
5134,2022-08-01 04:05:36,2022-08-01,04:05:36,battlebot579,why u leaving doe the servers not going anywhere, ,perry.bad,general-chat,leav doe server
5135,2022-08-01 04:04:33,2022-08-01,04:04:33,battlebot579,I think we persuaded James to let us keep it as the official discord when the game launches, ,,general-chat,persuad jame offici discord game launch
5136,2022-08-01 04:04:06,2022-08-01,04:04:06,battlebot579,The chat channels are gonna be closed, ,,general-chat,chat channel gonna close
5137,2022-08-01 04:03:51,2022-08-01,04:03:51,battlebot579,Its not getting deleted, ,ExoDus291,general-chat,delet
5138,2022-08-01 04:03:17,2022-08-01,04:03:17,perry.bad,Anyone who wants to dunk on division 1 hmu same uplay!, ,,general-chat,dunk divis hmu uplay
5139,2022-08-01 04:42:35,2022-08-01,04:42:35,Riggy Gaming,Honestly this is one of the best community I have seen on the mobile scene in a while 😎, ,,general-chat,honest communiti mobil scene
5140,2022-08-01 04:42:25,2022-08-01,04:42:25,Ghoul,And now there is no more time to test it lmao Xd, ,,general-chat,time test lmao xd
5141,2022-08-01 04:42:12,2022-08-01,04:42:12,Gregg2G,YESSSSSSSS, ,,general-chat,yess
5142,2022-08-01 04:42:11,2022-08-01,04:42:11,Ghoul,😂, ,,general-chat,
5143,2022-08-01 04:42:06,2022-08-01,04:42:06,Gregg2G,I GOT A DIAMONDBACK, ,,general-chat,diamondback
5144,2022-08-01 04:41:30,2022-08-01,04:41:30,Ghoul,"Cya Gregg, it's been a pleasure 🙂", ,,general-chat,cya gregg pleasur
5145,2022-08-01 04:34:42,2022-08-01,04:34:42,Gregg2G,Yeah! In case I don't get to say so before things close. It was great to meet you all and I have high hopes for this game right now. I wanted to quit mobile gaming after Diablo Immortal because I was looking forward to that game so much for years and what they did with that game has almost ruined the franchise for me.This game has restored my hopes for mobile gaming for the time being., ,,general-chat,yeah close meet hope game quit mobil game diablo immort forward game game ruin franchis game restor hope mobil game time
5146,2022-08-01 04:33:48,2022-08-01,04:33:48,Ghoul,"I mean, see you soon 😄", ,,general-chat,
5147,2022-08-01 04:33:42,2022-08-01,04:33:42,Ghoul,"Moody, sleep well and never return to this server !", ,D3LT4_Moody,general-chat,moodi sleep return server
5148,2022-08-01 04:31:41,2022-08-01,04:31:41,D3LT4_Moody,"Well, I'm headed off to bed, so good night 😴...Nice to meet you guys, Hope to talk to many of you the next time around 😊Stay safe buttholes 🙃💙", ,,general-chat,head bed night nice meet guy hope talk time stay safe butthol
5149,2022-08-01 04:22:51,2022-08-01,04:22:51,Revectane,lol, ,,general-chat,lol
5150,2022-08-01 04:21:17,2022-08-01,04:21:17,TheCrusader,"AgentlewisOppo X3 neoExotic scope glitchJust after a cutsceen or start of mission section the zoom on the diamondback zoomed in super far, estimated 20X possibly 40X.Way to replicate is by after cutsceen use diamondback scope imidiatly and that's all", ,,feedback-and-bugs,agentlewisoppo neoexot scope glitchjust cutsceen start mission zoom diamondback zoom super estim replic cutsceen diamondback scope imidiat
5151,2022-08-01 04:19:18,2022-08-01,04:19:18,TheCrusader,"AgentlewisOPPO X3 neoCrashI was playing with a random in matchmaking and they went afk, I continued and just before you start the first section of the boss on a new enemy mission it crashed when I was walking to the next section because it doesn't teleport you after cutsceen unless host has finished too", ,,feedback-and-bugs,agentlewisoppo neocrashi play random matchmak afk continu start boss enemi mission crash walk teleport cutsceen host finish
5152,2022-08-01 04:17:11,2022-08-01,04:17:11,TheCrusader,2 bug reports inbound stand by, ,,feedback-and-bugs,bug report inbound stand
5153,2022-08-01 04:14:18,2022-08-01,04:14:18,D3LT4_Moody,"So basically, the server stays but we won't be able to talk till the next test?!?", ,,general-chat,basic server stay talk till test
5154,2022-08-01 04:14:09,2022-08-01,04:14:09,Gregg2G,"Not Shroud, Smoke lol", ,,general-chat,shroud smoke lol
5155,2022-08-01 04:13:58,2022-08-01,04:13:58,Gregg2G,made level 30 I'm happy with that. I wonder if anyone is higher than ~~Shroud ~~at 37, ,,general-chat,level happi shroud
5156,2022-08-01 04:10:52,2022-08-01,04:10:52,Riggy Gaming,https://tenor.com/view/yes-will-ferrell-awesome-gif-14597941, ,,general-chat,
5157,2022-08-01 04:10:17,2022-08-01,04:10:17,Gregg2G,https://tenor.com/view/desi-banks-getting-crunk-happy-dance-hell-yeah-gif-15119215, ,battlebot579,general-chat,
5158,2022-08-01 04:05:36,2022-08-01,04:05:36,battlebot579,why u leaving doe the servers not going anywhere, ,perry.bad,general-chat,leav doe server
5159,2022-08-01 04:04:33,2022-08-01,04:04:33,battlebot579,I think we persuaded James to let us keep it as the official discord when the game launches, ,,general-chat,persuad jame offici discord game launch
5160,2022-08-01 04:04:06,2022-08-01,04:04:06,battlebot579,The chat channels are gonna be closed, ,,general-chat,chat channel gonna close
5161,2022-08-01 04:03:51,2022-08-01,04:03:51,battlebot579,Its not getting deleted, ,ExoDus291,general-chat,delet
5162,2022-08-01 04:03:17,2022-08-01,04:03:17,perry.bad,Anyone who wants to dunk on division 1 hmu same uplay!, ,,general-chat,dunk divis hmu uplay
5163,2022-08-01 04:02:51,2022-08-01,04:02:51,ExoDus291,>:(, ,,general-chat,
5164,2022-08-01 04:42:25,2022-08-01,04:42:25,Ghoul,And now there is no more time to test it lmao Xd, ,,general-chat,time test lmao xd
5165,2022-08-01 04:42:12,2022-08-01,04:42:12,Gregg2G,YESSSSSSSS, ,,general-chat,yess
5166,2022-08-01 04:42:11,2022-08-01,04:42:11,Ghoul,😂, ,,general-chat,
5167,2022-08-01 04:42:06,2022-08-01,04:42:06,Gregg2G,I GOT A DIAMONDBACK, ,,general-chat,diamondback
5168,2022-08-01 04:41:30,2022-08-01,04:41:30,Ghoul,"Cya Gregg, it's been a pleasure 🙂", ,,general-chat,cya gregg pleasur
5169,2022-08-01 04:34:42,2022-08-01,04:34:42,Gregg2G,Yeah! In case I don't get to say so before things close. It was great to meet you all and I have high hopes for this game right now. I wanted to quit mobile gaming after Diablo Immortal because I was looking forward to that game so much for years and what they did with that game has almost ruined the franchise for me.This game has restored my hopes for mobile gaming for the time being., ,,general-chat,yeah close meet hope game quit mobil game diablo immort forward game game ruin franchis game restor hope mobil game time
5170,2022-08-01 04:33:48,2022-08-01,04:33:48,Ghoul,"I mean, see you soon 😄", ,,general-chat,
5171,2022-08-01 04:33:42,2022-08-01,04:33:42,Ghoul,"Moody, sleep well and never return to this server !", ,D3LT4_Moody,general-chat,moodi sleep return server
5172,2022-08-01 04:31:41,2022-08-01,04:31:41,D3LT4_Moody,"Well, I'm headed off to bed, so good night 😴...Nice to meet you guys, Hope to talk to many of you the next time around 😊Stay safe buttholes 🙃💙", ,,general-chat,head bed night nice meet guy hope talk time stay safe butthol
5173,2022-08-01 04:22:51,2022-08-01,04:22:51,Revectane,lol, ,,general-chat,lol
5174,2022-08-01 04:21:17,2022-08-01,04:21:17,TheCrusader,"AgentlewisOppo X3 neoExotic scope glitchJust after a cutsceen or start of mission section the zoom on the diamondback zoomed in super far, estimated 20X possibly 40X.Way to replicate is by after cutsceen use diamondback scope imidiatly and that's all", ,,feedback-and-bugs,agentlewisoppo neoexot scope glitchjust cutsceen start mission zoom diamondback zoom super estim replic cutsceen diamondback scope imidiat
5175,2022-08-01 04:19:18,2022-08-01,04:19:18,TheCrusader,"AgentlewisOPPO X3 neoCrashI was playing with a random in matchmaking and they went afk, I continued and just before you start the first section of the boss on a new enemy mission it crashed when I was walking to the next section because it doesn't teleport you after cutsceen unless host has finished too", ,,feedback-and-bugs,agentlewisoppo neocrashi play random matchmak afk continu start boss enemi mission crash walk teleport cutsceen host finish
5176,2022-08-01 04:17:11,2022-08-01,04:17:11,TheCrusader,2 bug reports inbound stand by, ,,feedback-and-bugs,bug report inbound stand
5177,2022-08-01 04:14:18,2022-08-01,04:14:18,D3LT4_Moody,"So basically, the server stays but we won't be able to talk till the next test?!?", ,,general-chat,basic server stay talk till test
5178,2022-08-01 04:14:09,2022-08-01,04:14:09,Gregg2G,"Not Shroud, Smoke lol", ,,general-chat,shroud smoke lol
5179,2022-08-01 04:13:58,2022-08-01,04:13:58,Gregg2G,made level 30 I'm happy with that. I wonder if anyone is higher than ~~Shroud ~~at 37, ,,general-chat,level happi shroud
5180,2022-08-01 04:10:52,2022-08-01,04:10:52,Riggy Gaming,https://tenor.com/view/yes-will-ferrell-awesome-gif-14597941, ,,general-chat,
5181,2022-08-01 04:10:17,2022-08-01,04:10:17,Gregg2G,https://tenor.com/view/desi-banks-getting-crunk-happy-dance-hell-yeah-gif-15119215, ,battlebot579,general-chat,
5182,2022-08-01 04:05:36,2022-08-01,04:05:36,battlebot579,why u leaving doe the servers not going anywhere, ,perry.bad,general-chat,leav doe server
5183,2022-08-01 04:04:33,2022-08-01,04:04:33,battlebot579,I think we persuaded James to let us keep it as the official discord when the game launches, ,,general-chat,persuad jame offici discord game launch
5184,2022-08-01 04:04:06,2022-08-01,04:04:06,battlebot579,The chat channels are gonna be closed, ,,general-chat,chat channel gonna close
5185,2022-08-01 04:03:51,2022-08-01,04:03:51,battlebot579,Its not getting deleted, ,ExoDus291,general-chat,delet
5186,2022-08-01 04:03:17,2022-08-01,04:03:17,perry.bad,Anyone who wants to dunk on division 1 hmu same uplay!, ,,general-chat,dunk divis hmu uplay
5187,2022-08-01 04:02:51,2022-08-01,04:02:51,ExoDus291,>:(, ,,general-chat,
5188,2022-08-01 04:02:48,2022-08-01,04:02:48,ExoDus291,Same, ,,general-chat,
5189,2022-08-01 04:42:12,2022-08-01,04:42:12,Gregg2G,YESSSSSSSS, ,,general-chat,yess
5190,2022-08-01 04:42:11,2022-08-01,04:42:11,Ghoul,😂, ,,general-chat,
5191,2022-08-01 04:42:06,2022-08-01,04:42:06,Gregg2G,I GOT A DIAMONDBACK, ,,general-chat,diamondback
5192,2022-08-01 04:41:30,2022-08-01,04:41:30,Ghoul,"Cya Gregg, it's been a pleasure 🙂", ,,general-chat,cya gregg pleasur
5193,2022-08-01 04:34:42,2022-08-01,04:34:42,Gregg2G,Yeah! In case I don't get to say so before things close. It was great to meet you all and I have high hopes for this game right now. I wanted to quit mobile gaming after Diablo Immortal because I was looking forward to that game so much for years and what they did with that game has almost ruined the franchise for me.This game has restored my hopes for mobile gaming for the time being., ,,general-chat,yeah close meet hope game quit mobil game diablo immort forward game game ruin franchis game restor hope mobil game time
5194,2022-08-01 04:33:48,2022-08-01,04:33:48,Ghoul,"I mean, see you soon 😄", ,,general-chat,
5195,2022-08-01 04:33:42,2022-08-01,04:33:42,Ghoul,"Moody, sleep well and never return to this server !", ,D3LT4_Moody,general-chat,moodi sleep return server
5196,2022-08-01 04:31:41,2022-08-01,04:31:41,D3LT4_Moody,"Well, I'm headed off to bed, so good night 😴...Nice to meet you guys, Hope to talk to many of you the next time around 😊Stay safe buttholes 🙃💙", ,,general-chat,head bed night nice meet guy hope talk time stay safe butthol
5197,2022-08-01 04:22:51,2022-08-01,04:22:51,Revectane,lol, ,,general-chat,lol
5198,2022-08-01 04:21:17,2022-08-01,04:21:17,TheCrusader,"AgentlewisOppo X3 neoExotic scope glitchJust after a cutsceen or start of mission section the zoom on the diamondback zoomed in super far, estimated 20X possibly 40X.Way to replicate is by after cutsceen use diamondback scope imidiatly and that's all", ,,feedback-and-bugs,agentlewisoppo neoexot scope glitchjust cutsceen start mission zoom diamondback zoom super estim replic cutsceen diamondback scope imidiat
5199,2022-08-01 04:19:18,2022-08-01,04:19:18,TheCrusader,"AgentlewisOPPO X3 neoCrashI was playing with a random in matchmaking and they went afk, I continued and just before you start the first section of the boss on a new enemy mission it crashed when I was walking to the next section because it doesn't teleport you after cutsceen unless host has finished too", ,,feedback-and-bugs,agentlewisoppo neocrashi play random matchmak afk continu start boss enemi mission crash walk teleport cutsceen host finish
5200,2022-08-01 04:17:11,2022-08-01,04:17:11,TheCrusader,2 bug reports inbound stand by, ,,feedback-and-bugs,bug report inbound stand
5201,2022-08-01 04:14:18,2022-08-01,04:14:18,D3LT4_Moody,"So basically, the server stays but we won't be able to talk till the next test?!?", ,,general-chat,basic server stay talk till test
5202,2022-08-01 04:14:09,2022-08-01,04:14:09,Gregg2G,"Not Shroud, Smoke lol", ,,general-chat,shroud smoke lol
5203,2022-08-01 04:13:58,2022-08-01,04:13:58,Gregg2G,made level 30 I'm happy with that. I wonder if anyone is higher than ~~Shroud ~~at 37, ,,general-chat,level happi shroud
5204,2022-08-01 04:10:52,2022-08-01,04:10:52,Riggy Gaming,https://tenor.com/view/yes-will-ferrell-awesome-gif-14597941, ,,general-chat,
5205,2022-08-01 04:10:17,2022-08-01,04:10:17,Gregg2G,https://tenor.com/view/desi-banks-getting-crunk-happy-dance-hell-yeah-gif-15119215, ,battlebot579,general-chat,
5206,2022-08-01 04:05:36,2022-08-01,04:05:36,battlebot579,why u leaving doe the servers not going anywhere, ,perry.bad,general-chat,leav doe server
5207,2022-08-01 04:04:33,2022-08-01,04:04:33,battlebot579,I think we persuaded James to let us keep it as the official discord when the game launches, ,,general-chat,persuad jame offici discord game launch
5208,2022-08-01 04:04:06,2022-08-01,04:04:06,battlebot579,The chat channels are gonna be closed, ,,general-chat,chat channel gonna close
5209,2022-08-01 04:03:51,2022-08-01,04:03:51,battlebot579,Its not getting deleted, ,ExoDus291,general-chat,delet
5210,2022-08-01 04:03:17,2022-08-01,04:03:17,perry.bad,Anyone who wants to dunk on division 1 hmu same uplay!, ,,general-chat,dunk divis hmu uplay
5211,2022-08-01 04:02:51,2022-08-01,04:02:51,ExoDus291,>:(, ,,general-chat,
5212,2022-08-01 04:02:48,2022-08-01,04:02:48,ExoDus291,Same, ,,general-chat,
5213,2022-08-01 04:02:31,2022-08-01,04:02:31,perry.bad,Hate you all, ,,general-chat,hate
5214,2022-08-01 04:42:11,2022-08-01,04:42:11,Ghoul,😂, ,,general-chat,
5215,2022-08-01 04:42:06,2022-08-01,04:42:06,Gregg2G,I GOT A DIAMONDBACK, ,,general-chat,diamondback
5216,2022-08-01 04:41:30,2022-08-01,04:41:30,Ghoul,"Cya Gregg, it's been a pleasure 🙂", ,,general-chat,cya gregg pleasur
5217,2022-08-01 04:34:42,2022-08-01,04:34:42,Gregg2G,Yeah! In case I don't get to say so before things close. It was great to meet you all and I have high hopes for this game right now. I wanted to quit mobile gaming after Diablo Immortal because I was looking forward to that game so much for years and what they did with that game has almost ruined the franchise for me.This game has restored my hopes for mobile gaming for the time being., ,,general-chat,yeah close meet hope game quit mobil game diablo immort forward game game ruin franchis game restor hope mobil game time
5218,2022-08-01 04:33:48,2022-08-01,04:33:48,Ghoul,"I mean, see you soon 😄", ,,general-chat,
5219,2022-08-01 04:33:42,2022-08-01,04:33:42,Ghoul,"Moody, sleep well and never return to this server !", ,D3LT4_Moody,general-chat,moodi sleep return server
