发文原始时间,发文日期,发文时间 HH:MM:SS,发布者名字,内容信息,机翻内容,被提及人,频道
2022-07-28 05:28:44,2022-07-28,05:28:44,Hinks92,Well damn 🤣😂, ,,general-chat
2022-07-28 05:28:30,2022-07-28,05:28:30,Ghoul,"Yeah, it's like a 5% change of getting something", ,,general-chat
2022-07-28 05:28:00,2022-07-28,05:28:00,Hinks92,"And are other people having problems interacting with bags out in the world, havent been able to search a single one yet, get the promt but says i cant jnterect with it right now or something along those lines", ,,general-chat
2022-07-28 05:27:12,2022-07-28,05:27:12,damon12373,Running smoothly on my pixel 6 no crashes or frame rate drops so far no heat problems and battery drain for one hours play was 7%, ,,feedback-and-bugs
2022-07-28 05:26:42,2022-07-28,05:26:42,Ghoul,"Yeah, did find a stairs going down but couldnt get on it 😄 Pressed the interaction button but game said no", ,,general-chat
2022-07-28 05:26:31,2022-07-28,05:26:31,gkopou,Can't see PvP within the next 2 years tho 😅 ...at least without bugs 🤣, ,,general-chat
2022-07-28 05:26:11,2022-07-28,05:26:11,Hinks92,Combination of re buying div2 other month on pc (originally had it on xbox when came out) and this alpha im really getting back into divion again, ,,general-chat
2022-07-28 05:24:02,2022-07-28,05:24:02,Gregg2G,As it should be with the time line :D, ,,general-chat
2022-07-28 05:23:53,2022-07-28,05:23:53,gkopou,Exactly...div 1 but flat earth confirmed...nothing underground so far, ,Ghoul,general-chat
2022-07-28 05:21:49,2022-07-28,05:21:49,Ghoul,"Everything is about the same as Div 1, just lower resolution 😄", ,,general-chat
2022-07-28 05:20:43,2022-07-28,05:20:43,Gregg2G,Why should we see something new? New York is still New York right, ,gkopou,general-chat
2022-07-28 05:20:07,2022-07-28,05:20:07,gkopou,"Also, for those who are trying to reach DZ...you won't see something new there. Although you might be disappointed when/if they add DZ 😜...I am talking to those waiting for PvP 🤣", ,,general-chat
2022-07-28 05:14:59,2022-07-28,05:14:59,Ghoul,Are you a ghost 😮, ,,general-chat
2022-07-28 05:13:40,2022-07-28,05:13:40,gkopou,"Houston, I have reached immortality. After no fall damage, now bullets have no effect on me. I will post it later at feedback.", ,,general-chat
2022-07-28 04:59:41,2022-07-28,04:59:41,Ghoul,Water is life on cahllenging or Heroic 😄, ,Fronamo🇦🇿,general-chat
2022-07-28 04:59:30,2022-07-28,04:59:30,Freaky Old Man,though it very dark and blurred a lot, ,,general-chat
2022-07-28 04:58:30,2022-07-28,04:58:30,Freaky Old Man,kind of hard as the phone and the game is on the screen lol, ,,general-chat
2022-07-28 04:50:39,2022-07-28,04:50:39,Ghoul,You can post your set up 😄 just not the screen 😛, ,,general-chat
2022-07-28 04:49:53,2022-07-28,04:49:53,Freaky Old Man,I so wish we could post photo of our setup for playing I have my Note 10 5g Hooked up to my tv and xbox pad playing the game it awesome love the alpha., ,,general-chat
2022-07-28 04:49:05,2022-07-28,04:49:05,Gregg2G,I don't either so I'm not sure if it's in the alpha, ,,general-chat
2022-07-28 04:48:43,2022-07-28,04:48:43,Ghoul,"I think Water Life on Herioc, but no expert as i dont have it 😄", ,,general-chat
2022-07-28 04:42:51,2022-07-28,04:42:51,Fronamo🇦🇿,what mission should i complete?  I'm level 18, ,,general-chat
2022-07-28 04:32:52,2022-07-28,04:32:52,Ghoul,And no QQ in here if you brick your €800 phone 😄, ,,general-chat
2022-07-28 04:30:53,2022-07-28,04:30:53,Ghoul,"Though be carefull for virus, mallware and exploding CPU's 😄", ,,general-chat
2022-07-28 04:30:25,2022-07-28,04:30:25,Ghoul,But maybe google knows a way 😛, ,,general-chat
2022-07-28 04:30:17,2022-07-28,04:30:17,Ghoul,Officially you can't 😄, ,,general-chat
2022-07-28 04:29:30,2022-07-28,04:29:30,Szwagier,how? I can't download it on s22+, ,Jord,general-chat
2022-07-28 04:24:16,2022-07-28,04:24:16,Ghoul,So maybe... Ubi's gonna be the one that saves me 😄, ,,general-chat
2022-07-28 04:23:38,2022-07-28,04:23:38,Ghoul,"Would battlbot have almost 5000 posts if they added it, NO 😄", ,,general-chat
2022-07-28 04:22:47,2022-07-28,04:22:47,Ghoul,"Do we wish there was one, YES 😄", ,,general-chat
2022-07-28 04:17:33,2022-07-28,04:17:33,Ghoul,"Officially, no", ,,general-chat
2022-07-28 04:17:07,2022-07-28,04:17:07,Ryoko,is it possible to get an apk of the game to test it?, ,,general-chat
2022-07-28 04:09:17,2022-07-28,04:09:17,Ghoul,But then again i think DZ is instanced so wont be anything there but emptyness 😄, ,,general-chat
2022-07-28 04:08:49,2022-07-28,04:08:49,Ghoul,"Tried all access points i could reach, from Times square to all the way down 😦", ,,general-chat
2022-07-28 04:05:38,2022-07-28,04:05:38,Ghoul,And no way to enter as far as i found, ,,general-chat
2022-07-28 04:02:01,2022-07-28,04:02:01,M1cio,I play game very well on S21 Ultra & Razr controller kishi....not full compatibile  but good for Fire and shooting and movements., ,,feedback-and-bugs
2022-07-28 03:59:47,2022-07-28,03:59:47,D3LT4_Moody,There is no dark zone in the current test, ,shayanjoon,general-chat
2022-07-28 03:55:18,2022-07-28,03:55:18,shayanjoon,Is there any trick to enter dark zone?, ,,general-chat
2022-07-28 03:20:56,2022-07-28,03:20:56,PorterEva,the damage buff holy molotov, ,,general-chat
2022-07-28 03:20:39,2022-07-28,03:20:39,PorterEva,"bruh Tactical Link with sniper rifles is such a ""fuck you and you in particular"" moment", ,,general-chat
2022-07-28 03:19:31,2022-07-28,03:19:31,LukeD,"Vanguard for me. I like the whole ""no aim required"" one hit kill sniper nonsense", ,,general-chat
2022-07-28 03:15:35,2022-07-28,03:15:35,Riggy Gaming,Yh I have been using the Demolitionist, ,,general-chat
2022-07-28 03:13:56,2022-07-28,03:13:56,JohnnyPlays91,What's you guys favorite specialisation? I'd say for solo players the Demokitionist works best, ,,general-chat
2022-07-28 03:09:49,2022-07-28,03:09:49,Riggy Gaming,Sure thing, ,Klancy,general-chat
2022-07-28 03:08:38,2022-07-28,03:08:38,battlebot579,"Good spot, I havent been on for the past hour", ,Riggy Gaming,general-chat
2022-07-28 03:08:00,2022-07-28,03:08:00,Klancy,Can you send us the link via DM? 👀 Please, ,,general-chat
2022-07-28 03:05:55,2022-07-28,03:05:55,Gregg2G,"Following up on this. It seems the reason might be that once you join the level 26 branch, the enemies there are level 27. So they're higher level than you at first. Which is the opposite of the level 21 branch with level 20 enemies.", ,,feedback-and-bugs
2022-07-28 02:32:34,2022-07-28,02:32:34,Jord,Maybe in the next round of testing, ,Noviam,ask-the-team
2022-07-28 02:28:55,2022-07-28,02:28:55,Davis Kreiky,"Btw I was able to download it normally from the play store, no tricks!", ,,feedback-and-bugs
2022-07-28 02:24:45,2022-07-28,02:24:45,Noviam,Hello is there any update on whether the S22 Ultra Exynos will receive compatability?, ,,ask-the-team
2022-07-28 02:23:55,2022-07-28,02:23:55,Riggy Gaming,Released 50 mins ago, ,,general-chat
2022-07-28 02:23:49,2022-07-28,02:23:49,Davis Kreiky,Temperature and battery drain is okay., ,,feedback-and-bugs
2022-07-28 02:23:36,2022-07-28,02:23:36,Riggy Gaming,Found a vid on the alpha on YT, ,,general-chat
2022-07-28 02:22:53,2022-07-28,02:22:53,Davis Kreiky,"I want to give a positive feedback 😅 I play with a device that is not on the compatibility list. GPD XP. Runs okay with ""smoth"" Options. Sometimes frame drops. But Overall a good alpha experience, controller is fully working, no crashes at all!", ,,feedback-and-bugs
2022-07-28 02:21:57,2022-07-28,02:21:57,JohnnyPlays91,I mean apart from the performance but it's an alpha so yeah, ,,general-chat
2022-07-28 02:21:00,2022-07-28,02:21:00,JohnnyPlays91,Basically my only issue with the game so far but its huge for me, ,,general-chat
2022-07-28 02:20:21,2022-07-28,02:20:21,JohnnyPlays91,Gosh I hate the sprinting anims so much, ,,general-chat
2022-07-28 02:20:02,2022-07-28,02:20:02,JohnnyPlays91,I want to tell them all about the animations instead 😅, ,,general-chat
2022-07-28 02:19:46,2022-07-28,02:19:46,JohnnyPlays91,"Well it was funny, first call they said we would have an interview next tuesday, but then they called me again and told me that I wasnt suitable for the interview - they were a little embarrassed about it but I said it's alright, gathering from the info the interview topic wouldn't be too interesting for me anyway", ,HighlandHitman,general-chat
2022-07-28 02:11:23,2022-07-28,02:11:23,gkopou,LFM for stolen signal 😛, ,,other-division-games
2022-07-28 02:05:20,2022-07-28,02:05:20,Gab,Thanks for the feedback., ,H1tm4n,feedback-and-bugs
2022-07-28 01:59:02,2022-07-28,01:59:02,H1tm4n,H1tg1rlSamsung Galaxy S20 FEIn addition to my previous report with the temperature and the crashes every 20min:If i set the RAM in the settings from 4 to 6 gb i can play without crashes. Today i finished all main missions on every mode and had no crashes for about two hours. And the game runs very smooth.Cant wait to play the beta 😅👍, ,,feedback-and-bugs
2022-07-28 01:54:20,2022-07-28,01:54:20,knightrider,my phone is a galaxy s21fe, ,,feedback-and-bugs
2022-07-28 01:53:54,2022-07-28,01:53:54,knightrider,"hey there, in the last view days i played the game at serveral times, in 4G-area, in wifi-area, at different daytimes and mostly, no, every tray, the game crashed after a view minutes playing. and the phone went hot, nearly 60°c. and before it crashed the framerate dropped down and it feels very laaag, and the the game crashed.", ,,feedback-and-bugs
2022-07-28 01:35:14,2022-07-28,01:35:14,Mx,"Decent yes, but I haven't played a shooter mobile game since I was 17, so it's quite uncomfortable, and infuriating after dumping an entire magazine on an NPC and missing every shot", ,Jord,ask-the-team
2022-07-28 01:34:54,2022-07-28,01:34:54,gkopou,time for some division 1 while phone is charging 😛 ...if anyone wanna join just say so 🙂, ,,other-division-games
2022-07-28 01:34:52,2022-07-28,01:34:52,K3nn3H,Me Oppo Find X5 runs nice and smooth, ,,general-chat
2022-07-28 01:31:33,2022-07-28,01:31:33,Jord,Im playing Also playing on S22 Ultra, ,neria_nightmare,general-chat
2022-07-28 01:30:10,2022-07-28,01:30:10,Jord,The touch controls are pretty decent to be honest, ,Mx,ask-the-team
2022-07-28 01:28:51,2022-07-28,01:28:51,flashyboy82,Think the call he got was the same one you got confirming we are suitable for the interviews. They said to me they weren't starting until Friday which mines is that day as well, ,HighlandHitman,general-chat
2022-07-28 01:25:30,2022-07-28,01:25:30,neria_nightmare,Ok thanks, ,,general-chat
2022-07-28 01:23:47,2022-07-28,01:23:47,flashyboy82,Me and Samsung s21+, ,,general-chat
2022-07-28 01:23:22,2022-07-28,01:23:22,neria_nightmare,Please, ,,general-chat
2022-07-28 01:23:16,2022-07-28,01:23:16,neria_nightmare,Who are playing the división resurgence ?? And what model have of mobile ?, ,,general-chat
2022-07-28 01:01:33,2022-07-28,01:01:33,K3nn3H,"Well i'm very impressed with it so far runs smooth and looks good on my Oppo Find X5 ,even the touch controls feel nice ,looking forward when i can get to play it on a tablet", ,,feedback-and-bugs
2022-07-28 00:57:48,2022-07-28,00:57:48,Gab,Controllers aren't officially supported yet. That will come in the future., ,K3nn3H,feedback-and-bugs
2022-07-28 00:53:16,2022-07-28,00:53:16,K3nn3H,"OK so my controller worked ok but vertical invert wasn't working ,also game needs to have full controller support as not all control options work as i have to keep touching phone screen for certain actions to happen which breaks immersion", ,,feedback-and-bugs
2022-07-28 00:52:47,2022-07-28,00:52:47,HighlandHitman,What sort of questions did they ask you. Got mine on Friday, ,JohnnyPlays91,general-chat
2022-07-28 00:45:30,2022-07-28,00:45:30,Airborne,Done, ,Gab,feedback-and-bugs
2022-07-28 00:40:05,2022-07-28,00:40:05,Gab,Please add your device information in the bug report. Thank you!, ,Airborne,feedback-and-bugs
2022-07-28 00:37:24,2022-07-28,00:37:24,Airborne,After 30 Minuten of Playtime my Smartphone hast over 50° and is to hot to handleOneplus 8T, ,,feedback-and-bugs
2022-07-28 00:32:39,2022-07-28,00:32:39,ánt’įįhnii,"Not trying to sound cheeky but If we do the alpha, when we get the main release, will we get a bonus?", ,,general-chat
2022-07-28 00:03:45,2022-07-28,00:03:45,Mallo,It's also the first closed alpha, ,,general-chat
2022-07-28 00:03:34,2022-07-28,00:03:34,Mallo,How is it unfair? There are about 10000 phone models it isn't realistic for them to test them all, ,Euden,general-chat
2022-07-27 23:56:55,2022-07-27,23:56:55,Oleksander,Really?, ,,feedback-and-bugs
2022-07-27 23:53:41,2022-07-27,23:53:41,Ryotecx,"It's on the list, it's in the POCO section", ,Oleksander,feedback-and-bugs
2022-07-27 23:50:04,2022-07-27,23:50:04,Oleksander,"Yeah, I too, the graphics are incredible, they have to able the 60 fps option", ,Mx,feedback-and-bugs
2022-07-27 23:45:31,2022-07-27,23:45:31,Euden,"So if my phone is not compatible now, will I be eligible for future tests? seems rather unfair to be part of something and then told you cant participate because your phone isnt on the list", ,,general-chat
2022-07-27 23:44:13,2022-07-27,23:44:13,gkopou,"My pleasure. If you have any other questions, feel free to ask. 😀", ,JohnnyPlays91,general-chat
2022-07-27 23:38:20,2022-07-27,23:38:20,Gregg2G,"At the moment the higher level tiers of the open world feel a bit bad, because you're getting the same amount of XP but needing to take more time to achieve the same goals.", ,,feedback-and-bugs
2022-07-27 23:37:15,2022-07-27,23:37:15,Mx,"Damn 😦 that's terrible news, I'll see if I can pull out a forced controller compatibility by using a 3rd party app", ,,ask-the-team
2022-07-27 23:36:25,2022-07-27,23:36:25,Mx,"I'm using a Xiaomi Poco X3 Pro, and yea 30fps stable without touching any settings, I'm quite impressed with the graphics too", ,Oleksander,feedback-and-bugs
2022-07-27 23:34:57,2022-07-27,23:34:57,flashyboy82,There is no controller support until the game is released although some of us have been able to use a controller, ,,ask-the-team
2022-07-27 23:32:04,2022-07-27,23:32:04,Mx,"Am I allowed to play this game on PC via emulator? Also, does it support xbox controllers? I'm playing it on my phone right now, but the touch controls are a pure pain", ,,ask-the-team
2022-07-27 23:30:36,2022-07-27,23:30:36,Dyno,"**FAQS**Q1: __I get a message that says my code was already redeemed?__A: This is likely because you clicked redeem already and it is active on your account. Check by using Question 4 below to testQ2: __My device says it isn't compatible?__A: Keep waiting. Devices are being tested by the developers and compatible devices will be added to #compatible-devices Q3: __Will you support X phone or tablet?__A: Keep an eye on the #compatible-devices list for all future devices.Q4: __My device is in the compatible list, but I can't download yet/ The download button doesn't show up?__A: The developers will need to update the list of devices supported on the play store.**FIX 1**: Open the confirmation email, copy the link at the bottom into chrome and then click install. It will ask what device you want to remote install to.**FIX 2**: Force closing the play store app (device settings> Apps) and then clearing the app storage cache before opening the link can help start the download process. If none of those work for you, you'll have to wait for the play store to update.Q5: __I've lost the app page, and can't find it in the store?__A: If you lose the app page, click this link https://play.google.com/store/apps/details?id=com.ubisoft.the.division.mobile.combat.shooting.open.world.rpgOr you can go back to the original email, it's at the bottomYou can also wishlist the app (click the 2 dots top right) and then you can see it in your wishlist as well.Q6:  __How do I get the agent role/view pins/view message history?__ A: New members should be activated automatically, if you don't get the role please reach out to a moderator or admin. With the role, you will then have the right permissions to view pins and message history.Q7: __When can I actually play this?__A: The launch is set for 3PM CEST, 21st - 28th JulyQ8: __how big is the download?__A: Users have reported approximately 7GB of additional downloads after the initial install. Expect more on ""Day 1""", ,,ask-the-team
2022-07-27 23:30:35,2022-07-27,23:30:35,Mx,?SHDFaq, ,,ask-the-team
2022-07-27 23:26:36,2022-07-27,23:26:36,Blexdark,same, ,Ghoul,feedback-and-bugs
2022-07-27 22:57:30,2022-07-27,22:57:30,Ghoul,"There are some nasty APK out there, watch out what you install !", ,,feedback-and-bugs
2022-07-27 22:56:49,2022-07-27,22:56:49,K3nn3H,"cant get it to download on my tablet and other mobile ,was even going to try on an android emulator to see if that would work but cant download APK file to try them out ,only would download on my opp find x5", ,,feedback-and-bugs
2022-07-27 22:55:38,2022-07-27,22:55:38,Ghoul,But i wouldnt mind if an official APK get relesed and im willing to sign a document where i take full responsibility to any dameges to my device 😄, ,,feedback-and-bugs
2022-07-27 22:53:30,2022-07-27,22:53:30,Blexdark,we ❤️ APK, ,,feedback-and-bugs
2022-07-27 22:53:10,2022-07-27,22:53:10,Ghoul,"Dont know, dont care 😄 APK4Life ❤️", ,,feedback-and-bugs
2022-07-27 22:52:56,2022-07-27,22:52:56,Blexdark,but the chances of these phones getting added soon are pretty big, ,,feedback-and-bugs
2022-07-27 22:52:47,2022-07-27,22:52:47,Blexdark,true, ,,feedback-and-bugs
2022-07-27 22:52:39,2022-07-27,22:52:39,Ghoul,"As long as ubi didnt test them themselves, they wont be added to the playstore. Thus they are just doing themselves the favor of being able to play :d", ,,feedback-and-bugs
2022-07-27 22:51:37,2022-07-27,22:51:37,Blexdark,the rascals!, ,,feedback-and-bugs
2022-07-27 22:51:34,2022-07-27,22:51:34,Blexdark,for free!, ,,feedback-and-bugs
2022-07-27 22:51:30,2022-07-27,22:51:30,Blexdark,they're doing ubi's job!, ,,feedback-and-bugs
2022-07-27 22:51:24,2022-07-27,22:51:24,Blexdark,:O, ,,feedback-and-bugs
2022-07-27 22:51:21,2022-07-27,22:51:21,Ghoul,Raskels!, ,,feedback-and-bugs
2022-07-27 22:51:18,2022-07-27,22:51:18,Ghoul,😮, ,,feedback-and-bugs
2022-07-27 22:51:11,2022-07-27,22:51:11,Blexdark,Few friends of mine got the game working on their phones without it being on the compatible list, ,,feedback-and-bugs
2022-07-27 22:48:25,2022-07-27,22:48:25,Ghoul,Most phones will work properly 😄, ,,feedback-and-bugs
2022-07-27 22:47:04,2022-07-27,22:47:04,-DarkSpecter-,I changed everything ye, ,,general-chat
2022-07-27 22:44:24,2022-07-27,22:44:24,JohnnyPlays91,"So for example, did you activate force 4x msaa and disable hw-overlays?", ,-DarkSpecter-,general-chat
2022-07-27 22:43:53,2022-07-27,22:43:53,Sternitzky,Always a pleasure. 🙂, ,JohnnyPlays91,general-chat
2022-07-27 22:43:14,2022-07-27,22:43:14,K3nn3H,Oppo find x5 works nicely as well ., ,,feedback-and-bugs
2022-07-27 22:41:30,2022-07-27,22:41:30,JohnnyPlays91,"    thank you two for the tips, both very helpful 🙂 There are a lot more mechanics in this game then meet the eye on a frist glimpse.", ,gkopou,general-chat
2022-07-27 22:41:03,2022-07-27,22:41:03,Blexdark,redmi note 10 pro aswell, ,Gab,feedback-and-bugs
2022-07-27 22:38:23,2022-07-27,22:38:23,-DarkSpecter-,Pretty much all hardware related ones, ,,general-chat
2022-07-27 22:37:55,2022-07-27,22:37:55,JohnnyPlays91,What settings did you change?, ,-DarkSpecter-,general-chat
2022-07-27 22:37:32,2022-07-27,22:37:32,JohnnyPlays91,"I am excited indeed, didnt got to try out all the specialisations yet.Just got a call from Ubisoft because of the interviews - are we allowed to talk about these here or are they under a special NDA?", ,Frays,general-chat
2022-07-27 22:36:35,2022-07-27,22:36:35,Gab,"Noted, thank you! 😄", ,Oleksander,feedback-and-bugs
2022-07-27 22:22:58,2022-07-27,22:22:58,Oleksander,"Hi, I just want to tell you that Xiaomi Poco X3 Pro isn't in the list but it's compatible, It runs smoothly at 30 fps", ,Gab,feedback-and-bugs
2022-07-27 22:14:17,2022-07-27,22:14:17,K3nn3H,invert controls dont work when using phone screen or joypad, ,,feedback-and-bugs
2022-07-27 22:12:29,2022-07-27,22:12:29,Blexdark,jokes on you i have both!, ,Frays,general-chat
2022-07-27 22:02:32,2022-07-27,22:02:32,PorterEva,it's the bullet king. litearlly a beast of consistent DPS and no cooldown time., ,,feedback-and-bugs
2022-07-27 22:02:00,2022-07-27,22:02:00,flashyboy82,Yes that's the way it's meant to be just like division 2 version. Also refills when shots are consistently landed, ,Garrozh,general-chat
2022-07-27 22:00:34,2022-07-27,22:00:34,PorterEva,Water is Life Heroic boss weakpoint destruction got me like: ***AGENT LIFE SIGNS: ZERO***, ,,general-chat
2022-07-27 21:59:11,2022-07-27,21:59:11,Garrozh,"with the spec tactical link, it cleans the map very fast...or is it like that with all the weapons?", ,,general-chat
2022-07-27 21:58:32,2022-07-27,21:58:32,Garrozh,lol, ,,general-chat
2022-07-27 21:57:21,2022-07-27,21:57:21,flashyboy82,It's theexotic perk. In div 2 it doesn't do great dps but great for CC builds, ,,feedback-and-bugs
2022-07-27 21:56:24,2022-07-27,21:56:24,flashyboy82,The bullet King holds 1000 rounds in division 2 and the same as this game if you land your shots it doesn't lose ammunition, ,,feedback-and-bugs
2022-07-27 21:55:44,2022-07-27,21:55:44,Ghoul,Only 1000?, ,,general-chat
2022-07-27 21:54:14,2022-07-27,21:54:14,Garrozh,"Bullet king with 1000 bullets, is it ok?", ,,general-chat
2022-07-27 21:49:00,2022-07-27,21:49:00,SQ,I guess it really hold 1000 rounds, ,Garrozh,feedback-and-bugs
2022-07-27 21:30:57,2022-07-27,21:30:57,Garrozh,"Ingame char name: GarrozhDevice: Xiaomi Poco F3Issue: Bullet King (insane ammunition capacity)issuetyp: Gameplay Description: I got this gun that does not need reloading, raised to level 30, I have continuous shots of 1000 bullets, a bit exaggerated I think.Excepted result: is this a mistake or does it really hold 1000 rounds without reloading?Reproducing steps: ???", ,,feedback-and-bugs
2022-07-27 21:22:09,2022-07-27,21:22:09,PorterEva,and i want to ditch it asap, ,,general-chat
2022-07-27 21:22:01,2022-07-27,21:22:01,PorterEva,lol the only china phone i care about is the huawei, ,,general-chat
2022-07-27 21:21:44,2022-07-27,21:21:44,Frays,oh nvm I think that it's redmi, ,,general-chat
2022-07-27 21:21:32,2022-07-27,21:21:32,Frays,isn't realme a Xiaomi brand? Haven't had an Android phone in years, ,,general-chat
2022-07-27 21:21:04,2022-07-27,21:21:04,PorterEva,which is almost useless as you run android and mobile games don't support keyboard inputs, ,,general-chat
2022-07-27 21:20:23,2022-07-27,21:20:23,PorterEva,it's probably one of those funky tablets that have a dock for a keyboard, ,,general-chat
2022-07-27 21:18:13,2022-07-27,21:18:13,XEON DARK,, ,TheCrusader,general-chat
2022-07-27 21:06:00,2022-07-27,21:06:00,TheCrusader,That sounds like a PC mate, ,XEON DARK,general-chat
2022-07-27 21:05:03,2022-07-27,21:05:03,jamwa,Hopefully, ,Olli,general-chat
2022-07-27 20:55:55,2022-07-27,20:55:55,Gab,Thanks for the feedback., ,TheCrusader,feedback-and-bugs
2022-07-27 20:54:40,2022-07-27,20:54:40,TheCrusader,"Ingame character name (Agentlewis)Device information Oppo X3 neo Issue (Attachments on exotic weppons )Issue type (Gameplay / UI)Description (I upgraded attachments on my bullet king and I have a second one but the attachment level doesn't carry over to each exotic and I wish for that to change so if I upgrad one exotics attachments, when I acquire a new one the attachment level will be the same as my old one and will keep leveling up both attachments even if I only upgrade one, basically shared leveling)Result (One bullet king attachments was upgraded and the other wasn't even tho the attachments can't be taken off)Expected result (Sync up attachment leveling on exotic )Steps to reproduce (Upgrade exotic attachment, of one gun when I have two exact same and level of both doesn't change only the gun I upgraded even tho attachments are exactly same and can't be taken off)", ,,feedback-and-bugs
2022-07-27 20:43:11,2022-07-27,20:43:11,Frays,Hi!, ,,general-chat
2022-07-27 20:42:27,2022-07-27,20:42:27,SAGE | PRABHAV,Hello, ,,general-chat
2022-07-27 20:26:16,2022-07-27,20:26:16,Olli,are you automatically included in future tests once you have a code?, ,,general-chat
2022-07-27 20:06:30,2022-07-27,20:06:30,Frays,"No worries, it's always a pleasure to help!", ,,general-chat
2022-07-27 20:06:18,2022-07-27,20:06:18,XEON DARK,Thanks bro for information ☺️, ,Frays,general-chat
2022-07-27 20:04:58,2022-07-27,20:04:58,Frays,"I'm afraid that there's nothing you can do except wait for future tests, sorry 😦", ,,general-chat
2022-07-27 20:04:19,2022-07-27,20:04:19,XEON DARK,Any fixes that I can try?, ,Frays,general-chat
2022-07-27 20:03:33,2022-07-27,20:03:33,XEON DARK,https://tenor.com/view/sad-cry-crying-tears-broken-gif-15062040, ,Frays,general-chat
2022-07-27 20:02:00,2022-07-27,20:02:00,Frays,"Then I'm afraid that your phone isn't compatible as of now, and that you will need to wait future tests, sorry!", ,,general-chat
2022-07-27 20:01:25,2022-07-27,20:01:25,XEON DARK,Realme 8, ,,general-chat
2022-07-27 20:01:15,2022-07-27,20:01:15,Frays,What phone do you have?, ,,general-chat
2022-07-27 20:00:52,2022-07-27,20:00:52,XEON DARK,"I got 8 GB , 128GB phone with Helios G95", ,,general-chat
2022-07-27 20:00:21,2022-07-27,20:00:21,XEON DARK,, ,Frays,general-chat
2022-07-27 19:58:52,2022-07-27,19:58:52,Frays,what's up?, ,XEON DARK,general-chat
2022-07-27 19:57:59,2022-07-27,19:57:59,XEON DARK,Guys i need help with game installation, ,,general-chat
2022-07-27 19:57:43,2022-07-27,19:57:43,XEON DARK,Hi, ,,general-chat
2022-07-27 19:56:58,2022-07-27,19:56:58,Kaspars GER,Alright, ,,general-chat
2022-07-27 19:56:40,2022-07-27,19:56:40,Frays,"If your device is shown as incompatible then the model you have was probably different from the model used to test the game and create this list, sorry", ,,general-chat
2022-07-27 19:55:32,2022-07-27,19:55:32,Kaspars GER,Isn't the s21 supported?, ,,general-chat
2022-07-27 19:53:53,2022-07-27,19:53:53,Frays,https://play.google.com/store/apps/details?id=com.ubisoft.the.division.mobile.combat.shooting.open.world.rpg, ,Kaspars GER,general-chat
2022-07-27 19:53:09,2022-07-27,19:53:09,Kaspars GER,Where can I download the game? It won't show up in play store?, ,,general-chat
2022-07-27 19:50:17,2022-07-27,19:50:17,Frays,?SHDbug, ,,feedback-and-bugs
2022-07-27 19:50:03,2022-07-27,19:50:03,Frays,"Hey, could you fill out this form please?", ,TheCrusader,feedback-and-bugs
2022-07-27 19:48:06,2022-07-27,19:48:06,TheCrusader,Minor complaint here so I upgraded attachments on my bullet king and they can't be swapped out obviously but the second one I have hasn't got the upgraded attachments please change it so all attachments for the same exotic is shared over, ,,feedback-and-bugs
2022-07-27 19:11:30,2022-07-27,19:11:30,Eathor,what I need to do?, ,,feedback-and-bugs
2022-07-27 19:11:19,2022-07-27,19:11:19,Eathor,what's that method about?, ,,feedback-and-bugs
2022-07-27 19:11:15,2022-07-27,19:11:15,Sternitzky,"Reinvitation is common in tests, but cases, where it doesn't happen, still occur.", ,Dreistmann,feedback-and-bugs
2022-07-27 19:10:48,2022-07-27,19:10:48,Nothing special here dickhead,You can via the link/apk method., ,Eathor,feedback-and-bugs
2022-07-27 19:08:36,2022-07-27,19:08:36,Eathor,"I hope so, but I wanted to test the game 😦", ,,feedback-and-bugs
2022-07-27 19:07:37,2022-07-27,19:07:37,Frays,"Hi! While your phone isn't on the compatible device list yet, it could be made compatible in the future tests, so please bear with us!", ,Eathor,feedback-and-bugs
2022-07-27 18:59:47,2022-07-27,18:59:47,Eathor,Not compatible with  Xiaomi Redmi note 8T, ,,feedback-and-bugs
2022-07-27 18:59:41,2022-07-27,18:59:41,Sternitzky,"There's a small + button you can click, next to respec. Click it and consume your crates.", ,Furkan,general-chat
2022-07-27 18:57:01,2022-07-27,18:57:01,Furkan,I have like 20 of them, ,,general-chat
2022-07-27 18:56:54,2022-07-27,18:56:54,Furkan,How do you even use the shd crates, ,,general-chat
2022-07-27 18:29:54,2022-07-27,18:29:54,Ghoul,Or most at least 😄, ,,feedback-and-bugs
2022-07-27 18:21:37,2022-07-27,18:21:37,Ghoul,All phones have a significant increase in temperature 🙂 one worse then the other ofc, ,,feedback-and-bugs
2022-07-27 18:08:33,2022-07-27,18:08:33,Mordia,Is it Just my phone or is any off urs getting realy Hot when playing this ?, ,,feedback-and-bugs
2022-07-27 17:59:05,2022-07-27,17:59:05,Sternitzky,Thanks., ,,general-chat
2022-07-27 17:40:00,2022-07-27,17:40:00,Hinks92,thanks, ,,general-chat
2022-07-27 17:32:58,2022-07-27,17:32:58,Watchthisap,They're attached to whichever one you were when you opened, ,,general-chat
2022-07-27 17:32:29,2022-07-27,17:32:29,Watchthisap,Youlose them   if youve used the crate and got the points, ,Hinks92,general-chat
2022-07-27 17:21:37,2022-07-27,17:21:37,Sternitzky,Good question. What it to know too. Someone brave enough for us trench sitters? 🏹, ,Hinks92,general-chat
